No.       freqHz          detadB
1007         17300000000.0         162.00
1008         17350000000.0         162.00
1009         17400000000.0         163.00
1010         17450000000.0         163.00
1011         17500000000.0         163.00
1012         17550000000.0         163.00
1013         17600000000.0         161.00
1014         17650000000.0         158.00
1015         17700000000.0         156.00
1016         17750000000.0         157.00
1017         17800000000.0         157.00
1018         17850000000.0         158.00
1019         17900000000.0         159.00
1020         17950000000.0         159.00
1021         18000000000.0         161.00
1022         18050000000.0         161.00
1023         18100000000.0         159.00
1024         18150000000.0         157.00
1025         18200000000.0         156.00
1026         18250000000.0         152.00
1027         18300000000.0         150.00
1028         18350000000.0         146.00
1029         18400000000.0         148.00
1030         18450000000.0         150.00
1031         18500000000.0         150.00
1032         18550000000.0         152.00
1033         18600000000.0         155.00
1034         18650000000.0         156.00
1035         18700000000.0         158.00
1036         18750000000.0         159.00
1037         18800000000.0         160.00
1038         18850000000.0         161.00
1039         18900000000.0         161.00
1040         18950000000.0         162.00
1041         19000000000.0         162.00
1042         19050000000.0         161.00
1043         19100000000.0         161.00
1044         19150000000.0         160.00
1045         19200000000.0         159.00
1046         19250000000.0         159.00
1047         19300000000.0         159.00
1048         19350000000.0         159.00
1049         19400000000.0         159.00
1050         19450000000.0         159.00
1051         19500000000.0         159.00
1052         19500000000.1         165.00
1053         19550000000.0         166.00
1054         19600000000.0         167.00
1055         19650000000.0         167.00
1056         19700000000.0         167.00
1057         19750000000.0         167.00
1058         19800000000.0         168.00
1059         19850000000.0         168.00
1060         19900000000.0         167.00
1061         19950000000.0         165.00
1062         20000000000.0         162.00
1063         20050000000.0         166.00
1064         20100000000.0         168.00
1065         20150000000.0         168.00
1066         20200000000.0         167.00
1067         20250000000.0         167.00
1068         20300000000.0         167.00
