No. freqHz  powerdB
146    7233750000.0    10.94
147    7283750000.0    10.94
148    7333750000.0    10.94
149    7383750000.0    10.94
150    7433750000.0    10.94
151    7483750000.0    10.94
152    7500000000.0    10.94
153    7500000000.1    10.94
154    7550000000.0    10.94
155    7600000000.0    10.94
156    7650000000.0    10.94
157    7700000000.0    10.98
158    7750000000.0    10.98
159    7800000000.0    10.98
160    7850000000.0    10.98
161    7900000000.0    10.98
162    7950000000.0    10.98
163    8000000000.0    10.98
164    8050000000.0    10.98
165    8100000000.0    10.98
166    8150000000.0    10.98
167    8200000000.0    10.98
168    8250000000.0    10.98
169    8300000000.0    11.03
170    8350000000.0    11.03
171    8400000000.0    11.03
172    8450000000.0    11.03
173    8500000000.0    11.03
174    8550000000.0    11.03
175    8600000000.0    11.03
176    8650000000.0    11.03
177    8700000000.0    11.03
178    8750000000.0    11.03
179    8800000000.0    11.03
180    8850000000.0    11.03
181    8900000000.0    11.03
182    8950000000.0    11.03
183    9000000000.0    11.03
184    9050000000.0    11.03
185    9100000000.0    11.03
186    9150000000.0    11.03
187    9200000000.0    11.03
188    9250000000.0    11.09
189    9300000000.0    11.09
190    9350000000.0    11.09
191    9400000000.0    11.09
192    9450000000.0    11.09
193    9500000000.0    11.09
194    9500000000.1    11.09
195    9550000000.0    11.09
196    9600000000.0    11.09
197    9650000000.0    11.09
198    9700000000.0    11.09
199    9750000000.0    11.14
200    9800000000.0    11.14
201    9850000000.0    11.14
202    9900000000.0    11.19
203    9950000000.0    11.15
204    10000000000.0    11.20
205    10050000000.0    11.20
206    10100000000.0    11.16
207    10150000000.0    11.16
208    10200000000.0    11.16
209    10250000000.0    11.16
210    10300000000.0    11.16
211    10350000000.0    11.16
212    10400000000.0    11.16
213    10450000000.0    11.16
214    10500000000.0    11.12
215    10550000000.0    11.12
216    10600000000.0    11.12
217    10650000000.0    11.12
218    10700000000.0    11.12
219    10750000000.0    11.12
220    10800000000.0    11.15
221    10850000000.0    11.15
222    10900000000.0    11.20
223    10950000000.0    11.20
224    11000000000.0    11.20
225    11050000000.0    11.16
226    11100000000.0    11.16
227    11150000000.0    11.16
228    11200000000.0    11.16
229    11250000000.0    11.16
230    11300000000.0    11.16
231    11350000000.0    11.19
232    11400000000.0    11.19
233    11450000000.0    11.19
234    11500000000.0    11.19
235    11500000000.1    11.19
236    11550000000.0    11.19
237    11600000000.0    11.19
238    11650000000.0    11.24
239    11700000000.0    11.24
240    11750000000.0    11.29
241    11800000000.0    11.23
242    11850000000.0    11.29
243    11900000000.0    11.25
244    11950000000.0    11.25
245    12000000000.0    11.25
246    12050000000.0    11.25
247    12100000000.0    11.25
248    12150000000.0    11.29
249    12200000000.0    11.25
250    12250000000.0    11.34
251    12300000000.0    11.27
252    12350000000.0    11.35
253    12400000000.0    11.32
254    12450000000.0    11.32
255    12500000000.0    11.32
256    12550000000.0    11.29
257    12600000000.0    11.33
258    12650000000.0    11.33
259    12700000000.0    11.33
260    12750000000.0    11.37
261    12800000000.0    11.33
262    12850000000.0    11.33
263    12900000000.0    11.33
264    12950000000.0    11.33
265    13000000000.0    11.33
266    13050000000.0    11.33
267    13100000000.0    11.33
268    13150000000.0    11.33
269    13200000000.0    11.28
270    13250000000.0    11.38
271    13300000000.0    11.31
272    13350000000.0    11.35
273    13400000000.0    11.35
274    13450000000.0    11.35
275    13500000000.0    11.35
276    13500000000.1    11.35
277    13550000000.0    11.32
278    13600000000.0    11.32
279    13650000000.0    11.32
280    13700000000.0    11.32
281    13750000000.0    11.32
282    13800000000.0    11.32
283    13850000000.0    11.32
284    13900000000.0    11.32
285    13950000000.0    11.32
286    14000000000.0    11.32
287    14050000000.0    11.32
288    14100000000.0    11.32
289    14150000000.0    11.32
290    14200000000.0    11.32
291    14250000000.0    11.32
292    14300000000.0    11.37
293    14350000000.0    11.37
294    14400000000.0    11.42
295    14450000000.0    11.42
296    14500000000.0    11.42
297    14550000000.0    11.42
298    14600000000.0    11.42
299    14650000000.0    11.42
300    14700000000.0    11.42
301    14750000000.0    11.42
302    14800000000.0    11.42
303    14850000000.0    11.42
304    14900000000.0    11.48
305    14950000000.0    11.48
306    15000000000.0    11.48
307    15050000000.0    11.48
308    15100000000.0    11.48
309    15150000000.0    11.53
310    15200000000.0    11.53
311    15250000000.0    11.53
312    15300000000.0    11.53
313    15350000000.0    11.53
314    15400000000.0    11.56
315    15450000000.0    11.56
316    15500000000.0    11.60
317    15500000000.1    11.60
318    15550000000.0    11.60
319    15600000000.0    11.60
320    15650000000.0    11.60
321    15700000000.0    11.60
322    15750000000.0    11.60
323    15800000000.0    11.60
324    15850000000.0    11.57
325    15900000000.0    11.57
326    15950000000.0    11.57
327    16000000000.0    11.64
328    16050000000.0    11.64
329    16100000000.0    11.64
330    16150000000.0    11.64
331    16200000000.0    11.64
332    16250000000.0    11.64
333    16300000000.0    11.64
334    16300000000.1    11.64
335    16350000000.0    11.64
336    16400000000.0    11.64
337    16450000000.0    11.64
338    16500000000.0    11.64
339    16550000000.0    11.64
340    16600000000.0    11.68
341    16650000000.0    11.65
342    16700000000.0    11.65
343    16750000000.0    11.65
344    16800000000.0    11.65
345    16850000000.0    11.65
346    16900000000.0    11.68
347    16950000000.0    11.68
348    17000000000.0    11.68
349    17050000000.0    11.72
350    17100000000.0    11.72
351    17150000000.0    11.72
352    17200000000.0    11.72
353    17250000000.0    11.72
354    17300000000.0    11.75
355    17350000000.0    11.75
356    17400000000.0    11.75
357    17450000000.0    11.75
358    17500000000.0    11.75
359    17500000000.1    11.75
360    17550000000.0    11.78
361    17600000000.0    11.83
362    17650000000.0    11.79
363    17700000000.0    11.79
364    17750000000.0    11.79
365    17800000000.0    11.79
